conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,auto_label,auto_label_str
1906421416578457603,Sun Mar 30 19:00:59 +0000 2025,0,Alhamdulillah FIB punya bekal untuk #kaburajadulu,1906421416578457603,,,in,,0,0,0,https://x.com/studyhan_/status/1906421416578457603,1539912419988090881,studyhan_,Alhamdulillah FIB punya bekal untuk #kaburajadulu,0,Negatif
1906358006406619320,Sun Mar 30 17:48:19 +0000 2025,2,@Falkenhaynz medioker kok bisa ikut #KaburAjaDulu pai?,1906403128955793901,,keharyapatihan,in,,0,3,0,https://x.com/UnlikelyKid/status/1906403128955793901,1198382521429319680,UnlikelyKid,@Falkenhaynz medioker kok bisa ikut #KaburAjaDulu pai?,0,Negatif
1906400295418216858,Sun Mar 30 17:37:04 +0000 2025,0,#KaburAjaDulu versi anabul besar (me when),1906400295418216858,,,in,,0,0,0,https://x.com/birigall/status/1906400295418216858,1280724045609046023,birigall,#KaburAjaDulu versi anabul besar (me when),0,Negatif
1906393098017775910,Sun Mar 30 17:36:54 +0000 2025,1,@taeshanngfz HAPPIEST BDAYYY YAAA RUYYYY ⭐️️ I WISH YOU ALLL THE BEST BEST OF THE BESTTT semogaa apapun yang kamu inginkan tercapai yaa . . smuga bisa #kaburajadulu :3 utbk mah kecill bwat lu ruuy I BELIEVE IN YOUUU EVERYTHING'S GONNA BE FINE TRUST URSELFF‼️,1906400253919793221,,taeshanngfz,in,,0,1,0,https://x.com/beluberiw/status/1906400253919793221,1802647512744177664,beluberiw,@taeshanngfz HAPPIEST BDAYYY YAAA RUYYYY ⭐️️ I WISH YOU ALLL THE BEST BEST OF THE BESTTT semogaa apapun yang kamu inginkan tercapai yaa . . smuga bisa #kaburajadulu :3 utbk mah kecill bwat lu ruuy I BELIEVE IN YOUUU EVERYTHING'S GONNA BE FINE TRUST URSELFF‼️,0,Negatif
1906399398327947302,Sun Mar 30 17:33:30 +0000 2025,3291,Gak kebayang kalo sampe ada yang punya hati buat ngebajak film jumbo i mean 5 YEARS?? with 420++ creators??? justru ini waktunya lo semua turun ke bioskop sekarang support karya anak bangsa biar talent2 kita yg keren itu gak tiba2 upload #KaburAjaDulu krna gak dihargai di sini. https://t.co/9Pogt4jmq8,1906399398327947302,https://pbs.twimg.com/media/GnTkJTebEAAujGP.jpg,,in,,30,15,971,https://x.com/hokahokabego/status/1906399398327947302,1196660279049764864,hokahokabego,Gak kebayang kalo sampe ada yang punya hati buat ngebajak film jumbo i mean 5 YEARS?? with 420++ creators??? justru ini waktunya lo semua turun ke bioskop sekarang support karya anak bangsa biar talent2 kita yg keren itu gak tiba2 upload #KaburAjaDulu krna gak dihargai di sini. https://t.co/9Pogt4jmq8,2,Positif
1906394626543776246,Sun Mar 30 17:14:32 +0000 2025,1,Gue jadi Carmen jg kayaknya bakal gini sih. Udh berhasil #KaburAjaDulu dari Indo soalnya,1906394626543776246,,,in,,0,0,0,https://x.com/yabeginihidup/status/1906394626543776246,1134942338533302273,yabeginihidup,Gue jadi Carmen jg kayaknya bakal gini sih. Udh berhasil #KaburAjaDulu dari Indo soalnya,1,Netral
1906394595199799429,Sun Mar 30 17:14:25 +0000 2025,0,hewan aja hidupnya lebih mabrur dengan #KaburAjaDulu OWKWOWKWKWOW,1906394595199799429,,,in,,0,0,0,https://x.com/bagbener/status/1906394595199799429,1830228159704502272,bagbener,hewan aja hidupnya lebih mabrur dengan #KaburAjaDulu OWKWOWKWKWOW,0,Negatif
1906330600895561736,Sun Mar 30 16:46:02 +0000 2025,0,@tanyarlfes Lo gak bakal bisa kerja di jepang yang telat 30 detik aja mereka langsung nunduk2 minta maaf gak usah ikut2an #KaburAjaDulu lo ,1906387453138833423,,tanyarlfes,in,,0,0,0,https://x.com/theflyingcoro/status/1906387453138833423,1466221172048105475,theflyingcoro,@tanyarlfes Lo gak bakal bisa kerja di jepang yang telat 30 detik aja mereka langsung nunduk2 minta maaf gak usah ikut2an #KaburAjaDulu lo,0,Negatif
1906383506147848265,Sun Mar 30 16:30:21 +0000 2025,0,karna kita gak bisa #.KaburAjaDulu maka untuk lebaran #.MakanAjaDulu ytta https://t.co/H6Q4zpSm4J,1906383506147848265,https://pbs.twimg.com/media/GnTVsRNa8AA8C7a.jpg,,in,,0,1,0,https://x.com/chuerrye/status/1906383506147848265,1045993487085187072,chuerrye,karna kita gak bisa #.KaburAjaDulu maka untuk lebaran #.MakanAjaDulu ytta https://t.co/H6Q4zpSm4J,0,Negatif
1906111043153346755,Sun Mar 30 16:29:32 +0000 2025,0,@raihanaulia_rar sudah berhasil #KaburAjaDulu dari KBB,1906383302254346543,,raihanaulia_rar,in,,0,0,0,https://x.com/dimul_/status/1906383302254346543,1127765164919382016,dimul_,@raihanaulia_rar sudah berhasil #KaburAjaDulu dari KBB,1,Netral
1906380813543047642,Sun Mar 30 16:25:00 +0000 2025,0,Kaburajadulu gasih Demi Allah aku udah siap ️ mau pindah kota atau sekalian aja pindah negara pun gasss gweh mah biar nanti lebaran taun depan ga secompang camping ini ,1906382159490973974,,gitgith_,in,,0,2,0,https://x.com/gitgith_/status/1906382159490973974,57892204,gitgith_,Kaburajadulu gasih Demi Allah aku udah siap ️ mau pindah kota atau sekalian aja pindah negara pun gasss gweh mah biar nanti lebaran taun depan ga secompang camping ini,1,Netral
1906379755731227070,Sun Mar 30 16:15:27 +0000 2025,0,Harimau aja bisa selamat dgn melakukan #KaburAjaDulu,1906379755731227070,,,in,,0,0,0,https://x.com/8isul/status/1906379755731227070,1648958309851082752,8isul,Harimau aja bisa selamat dgn melakukan #KaburAjaDulu,1,Netral
1906376175053881830,Sun Mar 30 16:01:13 +0000 2025,0,jauh banget tu mudik ye #ViralVideos #VideoLucu #lucu #ngakakbangsat #KaburAjaDulu https://t.co/FAEdyieN4g,1906376175053881830,https://pbs.twimg.com/ext_tw_video_thumb/1906376064403939329/pu/img/mowrcb7q1ZQpILrw.jpg,,in,,0,0,0,https://x.com/ItsVergil666/status/1906376175053881830,1804169431452651521,ItsVergil666,jauh banget tu mudik ye #ViralVideos #VideoLucu #lucu #ngakakbangsat #KaburAjaDulu https://t.co/FAEdyieN4g,0,Negatif
1906370970144948312,Sun Mar 30 15:40:32 +0000 2025,0,Anakin s to-do-list: Bawa kabur pacar ke luar negeri biar jadi manusia yang fully settled sampai tua. #KaburAjaDulu,1906370970144948312,,,in,,0,2,0,https://x.com/soleoutlets/status/1906370970144948312,755923812005273601,soleoutlets,Anakin s to-do-list: Bawa kabur pacar ke luar negeri biar jadi manusia yang fully settled sampai tua. #KaburAjaDulu,0,Negatif
1906370552966922276,Sun Mar 30 15:38:53 +0000 2025,3,Harimau udah #KaburAjaDulu duluan.,1906370552966922276,,,in,,0,1,0,https://x.com/DiajengLrst/status/1906370552966922276,43035169,DiajengLrst,Harimau udah #KaburAjaDulu duluan.,0,Negatif
1906369884780716456,Sun Mar 30 15:36:13 +0000 2025,0,mulai kepikiran untuk #KaburAjaDulu setelah lulus,1906369884780716456,,,in,,0,0,0,https://x.com/oicannn/status/1906369884780716456,1791260041766662144,oicannn,mulai kepikiran untuk #KaburAjaDulu setelah lulus,0,Negatif
1906369622326251967,Sun Mar 30 15:35:11 +0000 2025,4,Ramadhan ini 7/10. - Sahur di tempat shooting. - Nao belajar puasa &amp; ikut sahur sama keluarga. *convert ke Islam aja belum. - Bolong puasa 2x doang. - Selangkah lagi buat #kaburajadulu. Semoga ketemu ramadhan berikutnya .,1906369622326251967,,,in,,0,0,0,https://x.com/autumnskypeia/status/1906369622326251967,1237784440006311936,autumnskypeia,Ramadhan ini 7/10. - Sahur di tempat shooting. - Nao belajar puasa &amp; ikut sahur sama keluarga. *convert ke Islam aja belum. - Bolong puasa 2x doang. - Selangkah lagi buat #kaburajadulu. Semoga ketemu ramadhan berikutnya .,0,Negatif
1906366032799035767,Sun Mar 30 15:20:55 +0000 2025,13,bukti #KaburAjaDulu lebih enak beli ps5 modal ngumpulin botol plastik selama 42 hari sehari ngumpulin 3 jam. disini buat beli ps5 yang notabene 1.5x UMR jakarta pilihannya harus nunggu bonus taunan atau ga ya ngambil sidejob yang alhasil harus kerja 12++ jam sehari wk,1906366032799035767,,,in,,0,0,0,https://x.com/snmfrhn/status/1906366032799035767,173072590,snmfrhn,bukti #KaburAjaDulu lebih enak beli ps5 modal ngumpulin botol plastik selama 42 hari sehari ngumpulin 3 jam. disini buat beli ps5 yang notabene 1.5x UMR jakarta pilihannya harus nunggu bonus taunan atau ga ya ngambil sidejob yang alhasil harus kerja 12++ jam sehari wk,0,Negatif
1906363677370192310,Sun Mar 30 15:11:33 +0000 2025,1,Harimau aja #kaburajadulu masa kita nggak?,1906363677370192310,,,in,,0,0,1,https://x.com/musiciyam/status/1906363677370192310,1258161649891991552,musiciyam,Harimau aja #kaburajadulu masa kita nggak?,0,Negatif
1906358006406619320,Sun Mar 30 14:49:01 +0000 2025,2444,orang indonesia kalo mo bahagia ada 3 pilihan: 1. kerja dan belajar keras biar sukses 2. jadi medioker dan #KaburAjaDulu ke negara lain yang jadi medioker aja bisa bahagia 3. menikmati dan mencari kebahagiaan2 kecil di setiap momen kehidupan,1906358006406619320,,,in,,34,27,468,https://x.com/keharyapatihan/status/1906358006406619320,345252211,keharyapatihan,orang indonesia kalo mo bahagia ada 3 pilihan: 1. kerja dan belajar keras biar sukses 2. jadi medioker dan #KaburAjaDulu ke negara lain yang jadi medioker aja bisa bahagia 3. menikmati dan mencari kebahagiaan2 kecil di setiap momen kehidupan,2,Positif
1905817198473457860,Sun Mar 30 14:43:06 +0000 2025,0,@BBCIndonesia Bahkan harimau aja #KaburAjaDulu,1906356514237157670,,BBCIndonesia,in,,0,0,0,https://x.com/wibusangean/status/1906356514237157670,1197346811523977216,wibusangean,@BBCIndonesia Bahkan harimau aja #KaburAjaDulu,0,Negatif
1906355354889523472,Sun Mar 30 14:38:29 +0000 2025,0,lebaran ini bakal jadi #KaburAjaDulu,1906355354889523472,,,in,,0,0,0,https://x.com/adsyaa__/status/1906355354889523472,1005782468,adsyaa__,lebaran ini bakal jadi #KaburAjaDulu,0,Negatif
1906354646274441457,Sun Mar 30 14:35:40 +0000 2025,0,bahasan kali ini adalah nyusul bhe #kaburajadulu https://t.co/vOzFYw7jE2,1906354646274441457,https://pbs.twimg.com/media/GnS7cWSa0AAq3ag.jpg,,in,,0,1,0,https://x.com/maiaaddict/status/1906354646274441457,772400989634605056,maiaaddict,bahasan kali ini adalah nyusul bhe #kaburajadulu https://t.co/vOzFYw7jE2,0,Negatif
1905817198473457860,Sun Mar 30 14:24:45 +0000 2025,0,@BBCIndonesia #KaburAjaDulu sampai prabowo-gibran koit dari pada kalian jadi harimau²an ginian kucing kagak harimau kagak https://t.co/3Z4Lsl9dQu,1906351898682442233,https://pbs.twimg.com/media/GnS48uqasAAdzfJ.jpg,BBCIndonesia,in,,0,0,0,https://x.com/Mrbeachbums/status/1906351898682442233,203373589,Mrbeachbums,@BBCIndonesia #KaburAjaDulu sampai prabowo-gibran koit dari pada kalian jadi harimau²an ginian kucing kagak harimau kagak https://t.co/3Z4Lsl9dQu,0,Negatif
1906351212229968097,Sun Mar 30 14:22:01 +0000 2025,0,kaburajadulu disindir pemerintah padahal presiden yg ngajarin saat kasus 1998 dia kabur ke yordania wkwkwkwk,1906351212229968097,,,in,,0,0,0,https://x.com/mtnwhd/status/1906351212229968097,500780542,mtnwhd,kaburajadulu disindir pemerintah padahal presiden yg ngajarin saat kasus 1998 dia kabur ke yordania wkwkwkwk,0,Negatif
1906347495753662742,Sun Mar 30 14:07:15 +0000 2025,1,Bocilku 7tahun bberapa hari ini nampak sibuk dan fokus. Ternyata eh ternyata lagi belajar bahasa jepang Pantesan kmrn pas ktemu eyangnya cerita besok kalo dewasa mau kerja di Jepang Pillow talk sama aku jg bilang mau Ke Jepang Dari kecil udh pengen #KaburAjaDulu ,1906347495753662742,,,in,,0,1,0,https://x.com/poppiepebli/status/1906347495753662742,70359024,poppiepebli,Bocilku 7tahun bberapa hari ini nampak sibuk dan fokus. Ternyata eh ternyata lagi belajar bahasa jepang Pantesan kmrn pas ktemu eyangnya cerita besok kalo dewasa mau kerja di Jepang Pillow talk sama aku jg bilang mau Ke Jepang Dari kecil udh pengen #KaburAjaDulu,0,Negatif
1906346136270438643,Sun Mar 30 14:01:51 +0000 2025,0,harimau aja #kaburajadulu,1906346136270438643,,,in,,0,0,0,https://x.com/toscabananaa/status/1906346136270438643,1289545905046077440,toscabananaa,harimau aja #kaburajadulu,0,Negatif
1905817198473457860,Sun Mar 30 13:57:50 +0000 2025,0,@BBCIndonesia Harimau juga ikut #kaburajadulu,1906345122843017550,,BBCIndonesia,in,,0,0,0,https://x.com/LFridela80047/status/1906345122843017550,1779084591275667456,LFridela80047,@BBCIndonesia Harimau juga ikut #kaburajadulu,0,Negatif
1906343736407408897,Sun Mar 30 13:52:19 +0000 2025,2,Anjirlah harimau aja #kaburajadulu. Gue kalah sama harimau ,1906343736407408897,,,in,,0,0,0,https://x.com/adistihasanah/status/1906343736407408897,131021820,adistihasanah,Anjirlah harimau aja #kaburajadulu. Gue kalah sama harimau,0,Negatif
1906341172374815048,Sun Mar 30 13:42:08 +0000 2025,0,#kaburajadulu versi harimau,1906341172374815048,,,in,,0,0,0,https://x.com/nattxxii/status/1906341172374815048,843785665565216768,nattxxii,#kaburajadulu versi harimau,0,Negatif
1906340081985806352,Sun Mar 30 13:37:48 +0000 2025,0,siap #kaburajadulu,1906340081985806352,,,in,,0,0,0,https://x.com/allforyjhcl/status/1906340081985806352,1800791136350642176,allforyjhcl,siap #kaburajadulu,0,Negatif
1906331231148712397,Sun Mar 30 13:29:11 +0000 2025,0,@kcmntb_ Ditinggal #kaburajadulu,1906337912909873279,,kcmntb_,in,,0,0,0,https://x.com/RianRiuhHujan/status/1906337912909873279,1396738560468819972,RianRiuhHujan,@kcmntb_ Ditinggal #kaburajadulu,0,Negatif
1906335325942628485,Sun Mar 30 13:18:54 +0000 2025,0,Carmen sama paspor berantem sama #kaburajadulu,1906335325942628485,,,in,,0,0,0,https://x.com/MinjiPacar/status/1906335325942628485,1882925116256026624,MinjiPacar,Carmen sama paspor berantem sama #kaburajadulu,0,Negatif
1906335310746931351,Sun Mar 30 13:18:50 +0000 2025,0,Salah satu contoh #KaburAjaDulu yg berhasil. Selamat ya Bund semoga sehat dan beranak selalu.,1906335310746931351,,,in,,0,0,0,https://x.com/why_nuttt/status/1906335310746931351,141140416,why_nuttt,Salah satu contoh #KaburAjaDulu yg berhasil. Selamat ya Bund semoga sehat dan beranak selalu.,2,Positif
1906334914750091312,Sun Mar 30 13:17:16 +0000 2025,0,Kita #kaburajadulu Takbiran ke luar Bosan Dirumah karena @pln_123 nya matiin lampu udah 2 jam. Selamat Hari Raya Idul Fitri Eid Mubarak https://t.co/00nw5GUZQh,1906334914750091312,https://pbs.twimg.com/ext_tw_video_thumb/1906334589314035712/pu/img/iYz0xplH1r_ojbNh.jpg,,in,,0,1,0,https://x.com/NOVIR007/status/1906334914750091312,728253004919382017,NOVIR007,Kita #kaburajadulu Takbiran ke luar Bosan Dirumah karena @pln_123 nya matiin lampu udah 2 jam. Selamat Hari Raya Idul Fitri Eid Mubarak https://t.co/00nw5GUZQh,1,Netral
1906333651929047123,Sun Mar 30 13:12:15 +0000 2025,0,Ya harus gitu.... Contoh terbaik !!! Drpd #kaburajadulu mending jadi penggonggong lalu jilat2 deh...,1906333651929047123,,,in,,0,0,0,https://x.com/dannex21/status/1906333651929047123,2813912149,dannex21,Ya harus gitu.... Contoh terbaik !!! Drpd #kaburajadulu mending jadi penggonggong lalu jilat2 deh...,1,Netral
1906332479050694925,Sun Mar 30 13:07:35 +0000 2025,0,caratdeull n chilzen minal aidzin wal faidzin yaaa aku atas nama riz minta maaf kalau aku ada salah sama kalian semoga kita semua masih bisa dipertemukan di ramadhan tahun depan baik yg masih tinggal di indo maupun yg sudah #KaburAjaDulu &gt;&lt; ,1906332479050694925,,,in,,0,0,0,https://x.com/leehyuckie/status/1906332479050694925,1484026219775807489,leehyuckie,caratdeull n chilzen minal aidzin wal faidzin yaaa aku atas nama riz minta maaf kalau aku ada salah sama kalian semoga kita semua masih bisa dipertemukan di ramadhan tahun depan baik yg masih tinggal di indo maupun yg sudah #KaburAjaDulu &gt;&lt;,1,Netral
1906324507671093606,Sun Mar 30 12:35:55 +0000 2025,0,Bagi keluarga ini #KaburAjaDulu ke Inggris membuat mereka jadi lebih lestari. Bayangkan kalau mereka ada di Kebun Binatang Bandung atau Surabaya. https://t.co/MOOitKCqCH,1906324507671093606,https://pbs.twimg.com/amplify_video_thumb/1905639185891164163/img/QrokXPAKAiJLjdiS.jpg,,in,,0,0,0,https://x.com/muhhussen/status/1906324507671093606,170973759,muhhussen,Bagi keluarga ini #KaburAjaDulu ke Inggris membuat mereka jadi lebih lestari. Bayangkan kalau mereka ada di Kebun Binatang Bandung atau Surabaya. https://t.co/MOOitKCqCH,0,Negatif
1906319923351068738,Sun Mar 30 12:17:42 +0000 2025,4, Stay alive survive untuk kolektif gerakan ini juga yang menahan devmin full on #KaburAjaDulu btw tiap hari makan ati tapi at the same time kalau bukan kita siapa lagi?,1906319923351068738,,,in,,0,0,0,https://x.com/indodevcircle/status/1906319923351068738,1888465868587466752,indodevcircle,Stay alive survive untuk kolektif gerakan ini juga yang menahan devmin full on #KaburAjaDulu btw tiap hari makan ati tapi at the same time kalau bukan kita siapa lagi?,0,Negatif
1906319277969510494,Sun Mar 30 12:15:08 +0000 2025,0,#KaburAjaDulu versi harimau,1906319277969510494,,,in,,0,0,0,https://x.com/soulmarklee/status/1906319277969510494,1521701171580137473,soulmarklee,#KaburAjaDulu versi harimau,0,Negatif
1905817198473457860,Sun Mar 30 12:12:58 +0000 2025,0,@BBCIndonesia Macan &amp; harimau yg masih tinggal di Konoha silahkan #KaburAjaDulu,1906318735511818630,,BBCIndonesia,in,,0,0,0,https://x.com/Txt_Babekota/status/1906318735511818630,2570512811,Txt_Babekota,@BBCIndonesia Macan &amp; harimau yg masih tinggal di Konoha silahkan #KaburAjaDulu,0,Negatif
1906317456836362677,Sun Mar 30 12:07:54 +0000 2025,0,gue kira rektor gue udah cukup gila dengan statement dia yang jelek soal #KaburAjaDulu . ternyata ada rektor yang lebih gila lagi sampe ngajak kerjasama sama aparat di instansi pendidikan tinggi.,1906317456836362677,,,in,,0,0,0,https://x.com/chupachupsbabol/status/1906317456836362677,821308024325214208,chupachupsbabol,gue kira rektor gue udah cukup gila dengan statement dia yang jelek soal #KaburAjaDulu . ternyata ada rektor yang lebih gila lagi sampe ngajak kerjasama sama aparat di instansi pendidikan tinggi.,0,Negatif
1906315932903071856,Sun Mar 30 12:01:50 +0000 2025,0,Ternyata tagar #KaburAjaDulu tidak hanya berlaku untuk manusia,1906315932903071856,,,in,,0,0,0,https://x.com/birmetziegel/status/1906315932903071856,1873385592320573440,birmetziegel,Ternyata tagar #KaburAjaDulu tidak hanya berlaku untuk manusia,0,Negatif
1906166957168329070,Sun Mar 30 12:00:35 +0000 2025,0,@piyopikavet Emang paling bener #KaburAjaDulu,1906315615574585661,,piyopikavet,in,,0,0,0,https://x.com/rizkyimanpusoko/status/1906315615574585661,189882871,rizkyimanpusoko,@piyopikavet Emang paling bener #KaburAjaDulu,0,Negatif
1906312471947981230,Sun Mar 30 11:48:05 +0000 2025,0,#KaburAjaDulu versi harimau pun gw iri astaga,1906312471947981230,,,in,,0,0,0,https://x.com/suamsuam_nail/status/1906312471947981230,733911157954596868,suamsuam_nail,#KaburAjaDulu versi harimau pun gw iri astaga,0,Negatif
1905817198473457860,Sun Mar 30 11:44:59 +0000 2025,0,@BBCIndonesia Sampai hawimau pun #KaburAjaDulu,1906311691098280275,,BBCIndonesia,in,,0,0,0,https://x.com/akmaldika/status/1906311691098280275,217771484,akmaldika,@BBCIndonesia Sampai hawimau pun #KaburAjaDulu,0,Negatif
1906166957168329070,Sun Mar 30 11:39:17 +0000 2025,0,@piyopikavet Udah paling bener itu.. #KaburAjaDulu,1906310255619006916,,piyopikavet,in,,0,0,0,https://x.com/LL__Cool__Z/status/1906310255619006916,299777181,LL__Cool__Z,@piyopikavet Udah paling bener itu.. #KaburAjaDulu,0,Negatif
1906310195124539403,Sun Mar 30 11:39:02 +0000 2025,0,Harimau aja lebih bahagia setelah #KaburAjaDulu ‍,1906310195124539403,,,in,,0,0,0,https://x.com/philautiadusk/status/1906310195124539403,2383027716,philautiadusk,Harimau aja lebih bahagia setelah #KaburAjaDulu ‍,1,Netral
1906309859588571229,Sun Mar 30 11:37:42 +0000 2025,0,Boleh gunain hastag kaburajadulu gak?,1906309859588571229,,,in,,0,0,0,https://x.com/clnseekers/status/1906309859588571229,2306444155,clnseekers,Boleh gunain hastag kaburajadulu gak?,0,Negatif
1906308129320767985,Sun Mar 30 11:34:44 +0000 2025,0,Negara lg keos gini gw disuruh masuk efha bisa gila gw. Gw udh gamau bikin jj ptn gw maunya ikut tren kaburajadulu. Anaknya mau keluar malah dipenjara sama keluarga sendiri wkwkkw Ya Allah cape batin,1906309110477337013,,cilagiapa,in,,0,0,0,https://x.com/cilagiapa/status/1906309110477337013,1476406915919872000,cilagiapa,Negara lg keos gini gw disuruh masuk efha bisa gila gw. Gw udh gamau bikin jj ptn gw maunya ikut tren kaburajadulu. Anaknya mau keluar malah dipenjara sama keluarga sendiri wkwkkw Ya Allah cape batin,0,Negatif
1906042434917687605,Sun Mar 30 11:33:22 +0000 2025,0,@convomf baru jalan sebulanan dan rasanya pengen ngechallenge diri sendiri buat buka lembaran baru. moving ke tempat baru punya kerjaan baru. utamanya #kaburajadulu sih. kayak sayang bgt. selagi masih muda gini pengen nyoba segalanya,1906308766892765623,,convomf,in,,0,1,0,https://x.com/dinisthoughts/status/1906308766892765623,1285552465,dinisthoughts,@convomf baru jalan sebulanan dan rasanya pengen ngechallenge diri sendiri buat buka lembaran baru. moving ke tempat baru punya kerjaan baru. utamanya #kaburajadulu sih. kayak sayang bgt. selagi masih muda gini pengen nyoba segalanya,1,Netral
1906308725306208519,Sun Mar 30 11:33:12 +0000 2025,0,Gw #kaburajadulu dah bskkk,1906308725306208519,,,in,,0,0,0,https://x.com/maurelisse/status/1906308725306208519,992288042,maurelisse,Gw #kaburajadulu dah bskkk,0,Negatif
1906304715199254993,Sun Mar 30 11:17:16 +0000 2025,31,Kl misal kritik pemerintah akan diframing sebagai antek asing mending beneran diaminin aja dah. Ngapain jg udh jadi antek asing tapi masih repot mau bela negara sendiri mending fokus #KaburAjaDulu ,1906304715199254993,,,in,,0,1,7,https://x.com/AnakTakoyaki/status/1906304715199254993,1337622491913543683,AnakTakoyaki,Kl misal kritik pemerintah akan diframing sebagai antek asing mending beneran diaminin aja dah. Ngapain jg udh jadi antek asing tapi masih repot mau bela negara sendiri mending fokus #KaburAjaDulu,0,Negatif
1905817198473457860,Sun Mar 30 11:09:58 +0000 2025,0,@BBCIndonesia Harimau aja #KaburAjaDulu.. masa kamu engga?,1906302878844870822,,BBCIndonesia,in,,0,0,0,https://x.com/man_tan_x/status/1906302878844870822,1714079246849585152,man_tan_x,@BBCIndonesia Harimau aja #KaburAjaDulu.. masa kamu engga?,0,Negatif
